Season,Game,Month,Days Rest,Age,Team,Home(0)/Away(1),Opp,Score Diff,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,10PT BCKT,GmSc,PlusMinus,Month Mappings,Month Mappings,Team Mappings,Team Mappings
7,28,3.00,2,24,1,1,27,-7,1.8,9,23,0.39,2,6,0.33,5,7,0.71,0,3,3,6,2,2,2,3,25,2,17,-5,,,,
7,29,3.00,1,24,1,1,2,18,1.6,11,21,0.52,1,3,0.33,6,6,1,1,5,6,4,2,0,3,3,29,2,21.5,26,,,,
7,30,3.00,2,24,1,1,1,13,1.82,14,30,0.47,1,4,0.25,5,7,0.71,4,12,16,10,0,0,2,1,34,3,28.8,26,,,,
7,31,3.00,2,24,1,1,22,15,1.7,9,19,0.47,2,7,0.29,6,11,0.55,0,4,4,9,2,1,7,3,26,2,16.3,8,,,,
7,32,3.00,2,24,1,0,18,25,1.23,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,0,29,2,28.6,16,,,,
7,33,3.00,2,24,1,1,13,11,1.65,6,20,0.3,0,5,0,2,3,0.67,1,7,8,10,5,1,4,2,14,1,12.7,6,,,,
7,34,3.00,1,25,1,0,13,5,1.8,15,23,0.65,4,6,0.67,14,16,0.88,3,7,10,6,2,2,3,3,48,4,44.7,7,,,,
7,35,4.00,3,25,1,1,21,8,1.52,7,16,0.44,1,4,0.25,13,15,0.87,1,8,9,7,1,2,1,0,28,2,28.2,10,,,,
7,36,4.00,1,25,1,0,29,-3,1.79,13,21,0.62,2,6,0.33,1,2,0.5,0,7,7,6,1,1,1,3,29,2,24.9,-2,,,,
7,37,4.00,3,25,1,0,6,23,1.28,7,12,0.58,1,4,0.25,8,11,0.73,2,5,7,8,1,2,1,0,23,2,26.1,16,,,,
7,38,4.00,2,25,1,1,4,-2,1.72,12,28,0.43,2,8,0.25,9,13,0.69,2,4,6,7,1,0,8,1,35,3,18.7,6,,,,
7,39,4.00,2,25,1,1,3,12,1.89,13,19,0.68,3,4,0.75,12,14,0.86,0,10,10,8,0,1,3,1,41,4,38,16,,,,
7,40,4.00,1,25,1,1,24,3,1.73,12,23,0.52,1,4,0.25,12,14,0.86,1,7,8,11,2,4,2,1,37,3,37.8,12,,,,
7,41,4.00,3,25,1,1,25,-1,1.68,12,20,0.6,4,6,0.67,8,12,0.67,1,8,9,6,5,1,5,1,36,3,32.8,7,,,,
7,42,4.00,2,25,1,1,11,1,1.62,12,20,0.6,3,6,0.5,5,7,0.71,2,2,4,4,2,1,5,3,32,3,23.3,-1,,,,
7,43,4.00,3,25,1,0,17,8,1.71,8,18,0.44,0,7,0,12,14,0.86,0,9,9,11,3,3,3,1,28,2,29.9,12,,,,
7,44,4.00,2,25,1,0,22,6,1.68,13,25,0.52,1,9,0.11,10,13,0.77,0,5,5,9,2,1,4,3,37,3,28.8,5,,,,
7,45,4.00,2,25,1,0,31,1,1.78,9,19,0.47,6,10,0.6,13,19,0.68,0,9,9,12,1,1,6,2,37,3,30.9,-1,,,,
7,46,4.00,2,25,1,1,8,1,1.6,9,23,0.39,2,9,0.22,12,17,0.71,0,9,9,4,1,0,4,3,32,3,18.8,1,,,,
7,47,4.00,2,25,1,0,12,14,1.27,3,8,0.38,1,3,0.33,5,6,0.83,0,6,6,11,1,1,3,1,12,1,15,16,,,,
7,48,4.00,2,25,1,1,5,21,1.49,6,18,0.33,0,4,0,10,17,0.59,0,9,9,13,2,4,5,2,22,2,19.8,22,,,,
7,49,4.00,2,25,1,0,11,25,1.66,10,20,0.5,5,6,0.83,7,8,0.88,1,2,3,11,1,0,1,1,32,3,30.2,15,,,,
7,50,5.00,2,25,1,0,16,16,1.55,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,2,22,2,24.6,19,,,,
7,51,5.00,2,25,1,0,8,16,1.67,9,16,0.56,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,36,3,32.9,20,,,,
7,52,5.00,2,25,1,0,7,7,1.83,17,31,0.55,6,12,0.5,7,7,1,1,7,8,8,5,0,5,2,47,4,39.7,4,,,,
7,53,5.00,3,25,1,0,21,7,1.76,13,21,0.62,1,4,0.25,5,9,0.56,0,3,3,11,1,0,3,0,32,3,27.5,-2,,,,
7,54,5.00,2,25,1,0,20,9,1.88,10,21,0.48,2,6,0.33,10,12,0.83,1,7,8,13,2,0,3,2,32,3,30.6,16,,,,
7,55,5.00,7,25,1,0,4,-2,1.96,15,33,0.46,1,9,0.11,12,17,0.71,1,12,13,15,2,4,3,1,43,4,40.1,-5,,,,
7,56,5.00,1,25,1,1,29,-17,1.48,6,14,0.43,2,6,0.33,8,10,0.8,1,2,3,9,4,0,2,2,22,2,22.6,-2,,,,
7,57,5.00,2,25,1,1,20,-6,1.64,12,25,0.48,1,6,0.17,8,12,0.67,0,9,9,6,2,1,5,0,33,3,23.3,-9,,,,
7,58,5.00,2,25,1,0,14,10,1.84,7,16,0.44,2,6,0.33,4,4,1,1,4,5,13,2,0,0,0,20,2,24.6,17,,,,
7,59,5.00,2,25,1,1,9,20,1.5,11,23,0.48,3,6,0.5,11,15,0.73,1,6,7,9,0,0,2,2,36,3,28.7,9,,,,
7,60,5.00,1,25,1,1,17,8,1.85,10,17,0.59,1,4,0.25,15,16,0.94,0,6,6,9,2,0,1,2,36,3,36,8,,,,
7,61,6.00,3,25,1,0,7,31,1.3,9,17,0.53,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,22,2,20.3,39,,,,
7,62,6.00,2,25,1,1,21,19,1.7,10,18,0.56,0,4,0,6,7,0.86,2,5,7,14,3,1,3,1,26,2,30,18,,,,
7,63,6.00,2,25,1,0,15,7,1.74,16,27,0.59,3,7,0.43,5,6,0.83,2,11,13,6,3,2,4,1,40,4,36,12,,,,
7,64,6.00,1,25,1,1,26,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,65,6.00,3,25,1,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,66,6.00,7,25,1,1,10,5,1.75,7,18,0.39,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,23,2,20.9,2,,,,
7,67,6.00,2,25,1,0,9,11,1.62,9,21,0.43,1,3,0.33,11,16,0.69,3,5,8,7,2,3,2,2,30,3,26.7,3,,,,
7,68,6.00,2,25,1,1,15,12,1.8,10,22,0.46,1,3,0.33,8,11,0.73,2,10,12,12,1,1,4,0,29,2,26.9,13,,,,
7,69,6.00,1,25,1,0,5,5,1.61,11,24,0.46,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,32,3,25.8,14,,,,
7,70,6.00,2,25,1,1,19,7,1.56,9,21,0.43,0,3,0,11,12,0.92,1,10,11,7,2,2,5,1,29,2,24.1,5,,,,
7,71,6.00,2,25,1,0,15,25,1.28,5,9,0.56,2,3,0.67,3,3,1,0,3,3,7,0,1,0,0,15,1,17.2,17,,,,
7,72,6.00,3,25,1,1,14,13,1.7,15,22,0.68,1,5,0.2,7,8,0.88,2,4,6,9,1,0,3,2,38,3,34.3,9,,,,
7,73,6.00,2,25,1,1,28,-5,1.64,11,21,0.52,1,6,0.17,4,7,0.57,0,5,5,10,2,0,5,2,27,2,20.2,-5,,,,
7,74,6.00,2,25,1,0,1,7,1.63,13,22,0.59,3,6,0.5,5,6,0.83,1,6,7,8,3,0,3,2,34,3,30.7,8,,,,
7,75,6.00,3,25,1,0,26,3,1.63,7,17,0.41,0,1,0,9,13,0.69,1,8,9,7,1,1,4,2,23,2,17.2,10,,,,
7,76,7.00,2,25,1,0,13,5,1.6,11,20,0.55,1,3,0.33,4,7,0.57,0,13,13,6,2,0,2,1,27,2,23.9,11,,,,
7,77,7.00,2,25,1,1,9,-4,1.86,14,31,0.45,0,9,0,14,22,0.64,1,6,7,9,1,1,3,0,42,4,30.2,-1,,,,
7,78,7.00,2,25,1,0,17,12,1.48,5,13,0.39,0,2,0,9,10,0.9,0,6,6,13,0,1,4,1,19,1,18.7,19,,,,
7,79,7.00,2,25,1,1,19,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,80,7.00,3,25,1,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,81,7.00,5,25,1,0,20,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,82,7.00,8,25,1,1,13,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8,1,1.00,7,25,2,1,9,-8,1.78,10,21,0.48,3,6,0.5,8,12,0.67,0,4,4,3,1,2,8,1,31,3,16,1,,,,
8,2,1.00,1,25,2,1,10,10,1.56,5,12,0.42,0,2,0,6,6,1,0,6,6,7,2,1,9,1,16,1,9.6,6,,,,
8,3,1.00,2,25,2,0,20,26,1.25,6,13,0.46,2,3,0.67,1,2,0.5,0,6,6,7,0,0,3,4,15,1,10,13,,,,
8,4,1.00,2,25,2,1,21,23,1.21,5,12,0.42,0,4,0,10,12,0.83,0,7,7,7,2,0,5,3,20,2,15.6,18,,,,
8,5,2.00,2,25,2,0,12,32,1.35,7,12,0.58,0,2,0,6,8,0.75,0,0,0,12,2,1,1,0,20,2,23.7,32,,,,
8,6,2.00,3,25,2,1,14,-3,1.72,6,16,0.38,1,2,0.5,7,8,0.88,0,7,7,10,3,1,3,0,20,2,20.6,-6,,,,
8,7,2.00,1,25,2,0,21,12,1.4,9,16,0.56,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,1,23,2,19.4,11,,,,
8,8,2.00,3,25,2,0,25,-2,1.95,5,18,0.28,0,1,0,10,11,0.91,2,9,11,14,1,3,2,3,20,2,22.8,4,,,,
8,9,2.00,2,25,2,0,9,-5,1.85,9,21,0.43,0,5,0,17,22,0.77,0,10,10,9,3,0,4,3,35,3,29,0,,,,
8,10,2.00,2,25,2,0,17,9,1.64,8,21,0.38,0,1,0,7,11,0.64,1,1,2,11,2,0,3,0,23,2,17.6,11,,,,
8,11,2.00,4,25,2,0,2,27,0.96,9,15,0.6,0,2,0,2,3,0.67,3,5,8,9,3,0,3,5,20,2,20.6,24,,,,
8,12,2.00,2,25,2,0,29,8,1.65,12,25,0.48,2,5,0.4,6,7,0.86,0,2,2,5,2,0,4,1,32,3,20.6,4,,,,
8,13,2.00,1,25,2,1,16,-2,1.75,11,23,0.48,2,4,0.5,5,6,0.83,0,3,3,11,1,0,4,2,29,2,21.7,-1,,,,
8,14,2.00,2,25,2,0,5,-16,1.73,6,14,0.43,2,8,0.25,11,15,0.73,0,5,5,6,1,0,6,3,25,2,15.5,-1,,,,
8,15,2.00,2,25,2,1,20,-9,1.7,9,18,0.5,1,3,0.33,6,8,0.75,1,5,6,4,1,0,3,3,25,2,17,-15,,,,
8,16,2.00,2,25,2,0,10,9,1.69,5,15,0.33,1,5,0.2,9,11,0.82,1,7,8,6,2,1,2,1,20,2,18,11,,,,
8,17,2.00,1,25,2,1,27,-11,1.5,5,19,0.26,0,4,0,13,15,0.87,2,6,8,4,1,0,5,3,23,2,11.7,-14,,,,
8,18,2.00,2,25,2,0,6,11,1.59,10,18,0.56,1,1,1,9,11,0.82,1,5,6,5,1,1,7,3,30,3,19.8,3,,,,
8,19,3.00,2,25,2,0,15,25,1.3,8,15,0.53,1,1,1,1,2,0.5,2,4,6,3,1,0,4,0,18,1,12,17,,,,
8,20,3.00,1,25,2,1,32,28,1.25,15,25,0.6,2,7,0.29,6,9,0.67,0,5,5,8,1,1,0,1,38,3,33.7,26,,,,
8,21,3.00,2,25,2,0,13,12,1.55,5,11,0.46,1,1,1,11,13,0.85,0,7,7,4,1,1,2,1,22,2,19.7,7,,,,
8,22,3.00,2,25,2,1,26,10,1.61,7,16,0.44,1,3,0.33,2,4,0.5,0,6,6,6,1,1,1,5,17,1,12.5,17,,,,
8,23,3.00,2,25,2,1,25,13,1.64,12,20,0.6,3,5,0.6,6,7,0.86,1,6,7,9,0,0,2,4,33,3,28.6,0,,,,
8,24,3.00,2,25,2,1,24,22,1.28,10,18,0.56,3,4,0.75,2,3,0.67,0,7,7,9,1,1,4,1,25,2,21.7,22,,,,
8,25,3.00,1,25,2,1,1,21,1.47,10,19,0.53,2,3,0.67,3,5,0.6,1,9,10,3,2,0,3,1,25,2,19,15,,,,
8,26,3.00,2,25,2,0,14,12,1.68,6,16,0.38,0,3,0,8,10,0.8,1,3,4,7,0,0,5,2,20,2,11.1,11,,,,
8,27,3.00,2,25,2,0,32,6,1.6,5,15,0.33,0,4,0,11,18,0.61,2,11,13,5,1,0,4,1,21,2,14.5,0,,,,
8,28,3.00,2,25,2,1,7,22,1.59,14,23,0.61,3,6,0.5,1,3,0.33,1,10,11,10,1,0,5,1,32,3,27,31,,,,
8,29,3.00,1,25,2,1,6,1,1.69,9,19,0.47,3,7,0.43,11,12,0.92,1,6,7,6,1,0,4,3,32,3,24.4,6,,,,
8,30,3.00,2,25,2,0,27,-2,1.5,6,17,0.35,2,4,0.5,5,7,0.71,3,7,10,7,0,0,5,4,19,1,11.2,-20,,,,
8,31,3.00,3,25,2,1,2,12,1.56,13,22,0.59,2,5,0.4,8,8,1,1,5,6,4,3,0,5,5,36,3,26.8,4,,,,
8,32,3.00,2,25,2,1,22,16,1.59,8,14,0.57,5,6,0.83,6,6,1,1,10,11,10,4,0,1,2,27,2,33.3,15,,,,
8,33,3.00,3,25,2,0,7,8,1.68,8,17,0.47,1,2,0.5,1,3,0.33,0,10,10,8,0,0,3,3,18,1,12.9,17,,,,
8,34,3.00,1,25,2,1,18,6,1.63,8,15,0.53,0,4,0,4,4,1,0,6,6,9,1,0,3,3,20,2,17.6,16,,,,
8,35,4.00,3,26,2,0,24,7,1.73,7,15,0.47,0,3,0,11,17,0.65,2,5,7,10,1,1,3,1,25,2,23.1,6,,,,
8,36,4.00,2,26,2,1,29,14,1.52,15,26,0.58,2,4,0.5,6,6,1,0,9,9,5,1,0,3,3,38,3,28.8,20,,,,
8,37,4.00,1,26,2,0,26,12,1.52,8,15,0.53,0,0,0,9,11,0.82,1,5,6,9,0,2,2,2,25,2,24,10,,,,
8,38,4.00,3,26,2,1,26,6,1.89,8,23,0.35,1,4,0.25,9,11,0.82,1,9,10,5,6,1,5,2,26,2,20.1,7,,,,
8,39,4.00,2,26,2,1,3,7,1.92,17,26,0.65,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,4,44,4,35.1,5,,,,
8,40,4.00,3,26,2,1,11,-6,1.66,11,24,0.46,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,1,27,2,17.4,-3,,,,
8,41,4.00,1,26,2,1,4,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8,42,4.00,3,26,2,1,19,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8,43,4.00,6,26,2,0,13,-4,1.85,11,30,0.37,2,10,0.2,10,11,0.91,2,8,10,7,2,0,6,3,34,3,20.5,-5,,,,
8,44,4.00,4,26,2,0,17,17,1.58,14,29,0.48,1,3,0.33,9,14,0.64,1,10,11,6,2,1,1,2,38,3,30.1,13,,,,
8,45,4.00,5,26,2,1,7,-5,1.77,7,24,0.29,0,2,0,10,12,0.83,2,9,11,5,2,2,4,3,24,2,15,5,,,,
8,46,4.00,1,26,2,0,15,1,1.85,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,1,39,3,34,4,,,,
8,47,4.00,2,26,2,1,31,5,1.68,7,14,0.5,2,5,0.4,7,11,0.64,0,4,4,13,4,3,4,3,23,2,25.6,6,,,,
8,48,4.00,1,26,2,0,32,27,1.31,7,14,0.5,0,0,0,10,11,0.91,1,3,4,8,0,2,2,1,24,2,22.8,20,,,,
8,49,5.00,3,26,2,1,20,4,1.78,17,25,0.68,3,5,0.6,14,17,0.82,2,9,11,8,1,1,3,2,51,5,46.7,2,,,,
8,50,5.00,1,26,2,1,29,12,1.53,7,13,0.54,0,3,0,5,6,0.83,1,7,8,9,0,0,3,3,19,1,17.2,10,,,,
8,51,5.00,2,26,2,0,11,18,1.48,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,2,12,1,5.3,15,,,,
8,52,5.00,2,26,2,0,5,5,1.74,15,23,0.65,2,5,0.4,9,13,0.69,3,10,13,8,3,1,4,1,41,4,39.3,18,,,,
8,53,5.00,3,26,2,1,15,14,1.45,7,17,0.41,0,2,0,2,3,0.67,0,8,8,10,4,0,3,0,16,1,16.9,15,,,,
8,54,5.00,2,26,2,1,9,-3,1.81,10,21,0.48,0,2,0,2,3,0.67,1,6,7,7,1,0,4,2,22,2,14.5,1,,,,
8,55,5.00,2,26,2,1,5,7,1.7,11,20,0.55,1,3,0.33,4,6,0.67,1,5,6,5,2,2,5,1,27,2,20.3,9,,,,
8,56,5.00,1,26,2,1,17,8,1.57,8,18,0.44,0,2,0,7,10,0.7,3,10,13,8,0,0,5,1,23,2,17.7,6,,,,
8,57,5.00,6,26,2,0,1,20,1.27,14,26,0.54,3,6,0.5,0,3,0,2,6,8,3,0,0,3,4,31,3,17.9,18,,,,
8,58,5.00,2,26,2,1,19,-4,1.73,12,21,0.57,0,4,0,5,6,0.83,0,10,10,5,2,1,2,1,29,2,25.5,3,,,,
8,59,5.00,1,26,2,0,6,8,1.78,5,11,0.46,0,1,0,15,19,0.79,1,8,9,7,1,3,1,2,25,2,27,-4,,,,
8,60,5.00,2,26,2,0,7,-5,1.63,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,2,27,2,19.7,-3,,,,
8,61,6.00,4,26,2,0,20,-3,1.66,11,16,0.69,0,2,0,7,7,1,2,4,6,4,0,2,2,2,29,2,26.2,0,,,,
8,62,6.00,1,26,2,1,28,-30,1.51,11,19,0.58,1,3,0.33,3,7,0.43,3,5,8,7,1,0,4,2,26,2,20.2,-16,,,,
8,63,6.00,2,26,2,0,19,-1,1.74,10,18,0.56,1,2,0.5,5,6,0.83,3,5,8,6,2,0,2,2,26,2,24,-4,,,,
8,64,6.00,2,26,2,0,3,-9,1.9,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,3,31,3,26.5,-2,,,,
8,65,6.00,2,26,2,0,22,6,1.76,7,17,0.41,0,3,0,5,7,0.71,1,7,8,9,1,0,1,1,19,1,17.8,8,,,,
8,66,6.00,2,26,2,0,16,33,1.33,10,16,0.63,2,4,0.5,5,6,0.83,1,4,5,5,1,2,3,1,27,2,23.8,17,,,,
8,67,6.00,2,26,2,0,28,30,1.73,8,19,0.42,0,1,0,5,5,1,0,6,6,8,0,2,2,3,21,2,16.5,22,,,,
8,68,6.00,2,26,2,0,31,-11,1.65,8,21,0.38,0,3,0,3,3,1,0,8,8,3,1,1,1,0,19,1,12.7,-6,,,,
8,69,6.00,2,26,2,1,13,21,1.29,16,21,0.76,5,7,0.71,6,7,0.86,0,2,2,3,0,0,4,2,43,4,32.2,23,,,,
8,70,6.00,1,26,2,0,4,5,1.69,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,3,33,3,20.5,16,,,,
8,71,6.00,4,26,2,1,15,6,1.75,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,3,19,1,14.9,6,,,,
8,72,6.00,2,26,2,0,10,12,1.71,11,17,0.65,1,4,0.25,9,9,1,2,8,10,2,3,1,4,3,32,3,28.2,17,,,,
8,73,6.00,2,26,2,0,18,6,1.69,13,21,0.62,0,1,0,7,9,0.78,1,9,10,7,0,0,2,1,33,3,28.6,5,,,,
8,74,6.00,2,26,2,1,32,-12,1.8,10,21,0.48,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,3,27,2,21.9,-9,,,,
8,75,6.00,1,26,2,1,6,16,1.83,12,16,0.75,1,3,0.33,10,13,0.77,1,7,8,8,5,0,5,3,35,3,34.6,20,,,,
8,76,7.00,2,26,2,1,12,19,1.79,11,20,0.55,0,1,0,5,7,0.71,2,4,6,10,3,1,3,2,27,2,26.1,15,,,,
8,77,7.00,2,26,2,1,21,14,1.62,13,18,0.72,0,2,0,5,8,0.63,2,9,11,7,3,0,7,2,31,3,26.6,13,,,,
8,78,7.00,3,26,2,0,26,-5,1.64,10,22,0.46,3,7,0.43,6,8,0.75,1,1,2,8,2,2,4,2,29,2,22,-10,,,,
8,79,7.00,2,26,2,0,29,9,1.56,9,16,0.56,0,1,0,5,6,0.83,1,6,7,9,2,1,1,2,23,2,24.7,12,,,,
8,80,7.00,2,26,2,0,9,23,1.55,11,19,0.58,0,2,0,5,9,0.56,0,5,5,7,4,1,4,1,27,2,23.2,24,,,,
8,81,7.00,1,26,2,1,13,8,1.78,10,21,0.48,2,4,0.5,12,14,0.86,1,9,10,7,3,0,7,1,34,3,26.4,7,,,,
8,82,7.00,2,26,2,1,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9,1,3.00,7,26,2,1,27,11,1.51,11,19,0.58,0,0,0,15,19,0.79,3,7,10,6,2,2,3,3,37,3,34.1,27,,,,
9,2,3.00,2,26,2,0,9,8,1.5,9,14,0.64,0,0,0,8,9,0.89,1,5,6,5,2,1,3,3,26,2,23.6,-7,,,,
9,3,3.00,1,26,2,1,29,1,1.62,13,23,0.57,0,0,0,9,9,1,0,6,6,7,3,2,2,0,35,3,33.2,5,,,,
9,4,3.00,2,27,2,1,12,2,1.55,16,26,0.62,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,3,31.1,14,,,,
9,5,4.00,2,27,2,0,29,39,1.17,6,10,0.6,0,0,0,4,6,0.67,0,9,9,5,1,0,2,2,16,1,15,24,,,,
9,6,4.00,1,27,2,0,13,-8,1.61,11,18,0.61,0,0,0,6,9,0.67,2,5,7,6,0,0,4,1,28,2,21.3,-1,,,,
9,7,4.00,2,27,2,0,5,35,1.57,12,21,0.57,0,0,0,9,11,0.82,2,6,8,13,2,0,2,2,33,3,33.8,31,,,,
9,8,4.00,1,27,2,1,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9,9,4.00,3,27,2,1,21,11,1.56,11,17,0.65,0,1,0,10,12,0.83,0,7,7,9,2,1,8,2,32,3,26,7,,,,
9,10,4.00,3,27,2,1,24,-5,1.77,10,19,0.53,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,2,21.1,-5,,,,
9,11,4.00,1,27,2,1,11,-6,1.75,7,19,0.37,0,1,0,9,17,0.53,2,11,13,7,2,0,6,5,23,2,12.9,-9,,,,
9,12,4.00,2,27,2,1,4,-13,1.55,13,20,0.65,3,5,0.6,6,11,0.55,1,4,5,6,2,1,4,0,35,3,29,-16,,,,
9,13,4.00,4,27,2,0,28,22,1.45,12,21,0.57,4,6,0.67,5,9,0.56,1,4,5,10,0,0,4,0,33,3,26.4,19,,,,
9,14,4.00,2,27,2,0,22,11,1.55,12,27,0.44,2,3,0.67,5,7,0.71,3,5,8,8,4,3,3,4,31,3,26.8,0,,,,
9,15,4.00,2,27,2,0,10,21,1.49,12,17,0.71,0,0,0,4,4,1,0,9,9,5,4,3,4,1,28,2,28.8,9,,,,
9,16,4.00,1,27,2,0,26,-9,1.56,8,18,0.44,0,1,0,12,13,0.92,4,9,13,5,1,0,3,2,28,2,24.4,-4,,,,
9,17,4.00,2,27,2,0,32,7,1.58,8,21,0.38,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,1,7.3,9,,,,
9,18,4.00,1,27,2,1,15,3,1.74,9,20,0.45,1,3,0.33,13,14,0.93,1,5,6,7,2,0,4,3,32,3,25.1,6,,,,
9,19,4.00,2,27,2,0,7,10,1.68,11,18,0.61,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,3,25.3,4,,,,
9,20,4.00,2,27,2,0,19,4,1.71,12,23,0.52,1,1,1,10,15,0.67,1,10,11,5,0,1,6,2,35,3,22.8,3,,,,
9,21,4.00,1,27,2,0,14,14,1.24,8,12,0.67,1,2,0.5,5,7,0.71,4,7,11,8,1,0,4,1,22,2,23.1,29,,,,
9,22,5.00,2,27,2,1,26,-8,1.68,14,24,0.58,4,7,0.57,8,10,0.8,0,8,8,5,2,0,7,1,40,4,28.5,-6,,,,
9,23,5.00,2,27,2,1,10,20,1.55,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,1,18,19,,,,
9,24,5.00,2,27,2,0,17,6,1.6,10,17,0.59,0,1,0,10,12,0.83,0,9,9,2,1,0,5,1,30,3,21,11,,,,
9,25,5.00,2,27,2,0,32,16,1.61,9,16,0.56,0,1,0,6,7,0.86,1,4,5,6,2,0,6,1,24,2,17.7,5,,,,
9,26,5.00,1,27,2,1,20,-13,1.64,5,15,0.33,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,1,16.1,-1,,,,
9,27,5.00,2,27,2,1,6,17,1.39,6,14,0.43,0,2,0,6,7,0.86,0,2,2,9,0,2,1,1,18,1,17.1,14,,,,
9,28,5.00,2,27,2,1,13,20,1.27,6,15,0.4,1,3,0.33,10,12,0.83,3,10,13,6,1,0,2,1,23,2,22,26,,,,
9,29,5.00,1,27,2,1,26,18,1.37,16,21,0.76,0,0,0,3,3,1,3,5,8,3,1,0,2,3,35,3,30.2,14,,,,
9,30,5.00,1,27,2,1,5,15,1.39,7,15,0.47,2,5,0.4,7,8,0.88,2,7,9,7,4,0,2,2,23,2,24.5,27,,,,
9,31,5.00,3,27,2,1,32,24,1.26,11,19,0.58,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,28,2,23.8,27,,,,
9,32,5.00,2,27,2,0,20,12,1.53,9,14,0.64,1,2,0.5,6,7,0.86,1,10,11,8,2,0,2,2,25,2,26.9,23,,,,
9,33,5.00,2,27,2,0,1,12,1.38,7,11,0.64,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18,1,17.9,7,,,,
9,34,5.00,2,27,2,0,7,14,1.7,7,16,0.44,0,0,0,6,6,1,1,8,9,8,5,2,4,3,20,2,21.5,12,,,,
9,35,6.00,7,27,2,1,3,14,1.71,13,22,0.59,2,2,1,10,12,0.83,2,9,11,6,5,1,0,1,38,3,40.6,8,,,,
9,36,6.00,1,27,2,1,25,-1,1.85,16,24,0.67,1,4,0.25,2,3,0.67,1,9,10,6,0,3,0,2,35,3,33.1,7,,,,
9,37,6.00,2,27,2,1,22,-10,1.79,12,26,0.46,0,4,0,1,3,0.33,7,6,13,7,3,2,3,1,25,2,23.4,-13,,,,
9,38,6.00,2,27,2,0,21,30,1.23,9,11,0.82,1,1,1,2,2,1,1,8,9,6,0,0,5,0,21,2,19.2,20,,,,
9,39,6.00,1,27,2,0,13,3,1.74,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,31,3,26.9,7,,,,
9,40,6.00,3,27,2,0,5,2,1.96,8,19,0.42,2,3,0.67,9,15,0.6,1,7,8,4,4,1,4,1,27,2,20.4,3,,,,
9,41,6.00,3,27,2,1,20,-6,1.77,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,1,13.6,0,,,,
9,42,6.00,1,27,2,1,19,-4,1.65,14,25,0.56,2,3,0.67,5,5,1,1,4,5,4,4,0,2,2,35,3,29,5,,,,
9,43,6.00,2,27,2,1,10,6,1.59,12,20,0.6,0,2,0,5,8,0.63,2,5,7,8,2,2,1,0,29,2,29.5,10,,,,
