Season,Game #,Date,Days Rest,Days Old,Opp,Score Diff,Played?,Minutes,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
5.00,31.00,39445.00,2.00,8394.00,14.00,-10.00,1.00,1.76,2.00,3.00,5.00,6.00,1.00,0.00,4.00,1.00,21.00
5.00,32.00,39449.00,4.00,8398.00,13.00,4.00,1.00,1.67,1.00,4.00,5.00,6.00,2.00,1.00,2.00,1.00,36.00
5.00,33.00,39451.00,2.00,8400.00,1.00,4.00,1.00,1.89,1.00,7.00,8.00,10.00,5.00,1.00,3.00,1.00,24.00
5.00,34.00,39453.00,2.00,8402.00,17.00,3.00,1.00,1.91,3.00,8.00,11.00,8.00,0.00,0.00,1.00,1.00,39.00
5.00,35.00,39455.00,2.00,8404.00,23.00,16.00,1.00,1.47,2.00,6.00,8.00,3.00,2.00,0.00,4.00,2.00,22.00
5.00,36.00,39456.00,1.00,8405.00,13.00,-9.00,1.00,1.81,3.00,7.00,10.00,6.00,3.00,1.00,3.00,3.00,31.00
5.00,37.00,39458.00,2.00,8407.00,29.00,7.00,1.00,2.07,5.00,14.00,19.00,8.00,4.00,3.00,8.00,3.00,31.00
5.00,38.00,39462.00,4.00,8411.00,16.00,8.00,1.00,1.97,3.00,5.00,8.00,9.00,3.00,1.00,4.00,1.00,51.00
5.00,39.00,39464.00,2.00,8413.00,28.00,2.00,1.00,1.62,3.00,6.00,9.00,7.00,0.00,2.00,3.00,1.00,27.00
5.00,40.00,39468.00,4.00,8417.00,8.00,7.00,1.00,1.65,1.00,2.00,3.00,5.00,4.00,1.00,5.00,4.00,28.00
5.00,41.00,39470.00,2.00,8419.00,6.00,36.00,1.00,1.30,2.00,6.00,8.00,8.00,2.00,1.00,0.00,2.00,23.00
5.00,42.00,39472.00,2.00,8421.00,2.00,-2.00,1.00,1.64,2.00,5.00,7.00,5.00,2.00,0.00,1.00,3.00,36.00
5.00,43.00,39474.00,2.00,8423.00,22.00,3.00,1.00,1.84,3.00,6.00,9.00,4.00,2.00,0.00,5.00,4.00,41.00
5.00,44.00,39477.00,3.00,8426.00,3.00,1.00,1.00,1.83,2.00,12.00,14.00,4.00,2.00,2.00,4.00,3.00,37.00
5.00,45.00,39478.00,1.00,8427.00,23.00,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,46.00,39480.00,2.00,8429.00,11.00,14.00,1.00,1.83,0.00,11.00,11.00,7.00,2.00,1.00,3.00,2.00,28.00
5.00,47.00,39483.00,3.00,8432.00,9.00,1.00,1.00,1.77,1.00,8.00,9.00,12.00,5.00,2.00,7.00,5.00,33.00
5.00,48.00,39485.00,2.00,8434.00,18.00,-15.00,1.00,1.72,1.00,6.00,7.00,6.00,2.00,2.00,3.00,0.00,32.00
5.00,49.00,39486.00,1.00,8435.00,13.00,5.00,1.00,1.83,4.00,7.00,11.00,7.00,2.00,1.00,1.00,2.00,26.00
5.00,50.00,39488.00,2.00,8437.00,4.00,-30.00,1.00,1.36,1.00,4.00,5.00,3.00,2.00,0.00,5.00,1.00,30.00
5.00,51.00,39489.00,1.00,8438.00,20.00,7.00,1.00,1.83,1.00,6.00,7.00,10.00,3.00,1.00,5.00,3.00,29.00
5.00,52.00,39491.00,2.00,8440.00,28.00,-7.00,1.00,1.78,2.00,4.00,6.00,9.00,0.00,1.00,3.00,4.00,39.00
5.00,53.00,39497.00,6.00,8446.00,18.00,-8.00,1.00,1.76,2.00,11.00,13.00,11.00,2.00,0.00,5.00,2.00,26.00
5.00,54.00,39498.00,1.00,8447.00,5.00,9.00,1.00,1.80,2.00,12.00,14.00,12.00,2.00,1.00,4.00,1.00,31.00
5.00,55.00,39500.00,2.00,8449.00,6.00,1.00,1.00,1.86,3.00,12.00,15.00,8.00,1.00,1.00,3.00,1.00,33.00
5.00,56.00,39502.00,2.00,8451.00,16.00,20.00,1.00,1.63,1.00,6.00,7.00,11.00,3.00,1.00,6.00,2.00,25.00
5.00,57.00,39504.00,2.00,8453.00,26.00,-3.00,1.00,1.58,0.00,4.00,4.00,6.00,0.00,1.00,2.00,3.00,35.00
5.00,58.00,39505.00,1.00,8454.00,9.00,-5.00,1.00,1.63,4.00,4.00,8.00,4.00,0.00,0.00,3.00,2.00,26.00
5.00,59.00,39507.00,2.00,8456.00,12.00,8.00,1.00,1.82,2.00,6.00,8.00,13.00,2.00,0.00,3.00,2.00,30.00
5.00,60.00,39509.00,2.00,8458.00,19.00,9.00,1.00,1.66,3.00,3.00,6.00,6.00,1.00,0.00,3.00,1.00,37.00
5.00,61.00,39512.00,3.00,8461.00,7.00,14.00,1.00,1.83,1.00,7.00,8.00,10.00,4.00,0.00,2.00,3.00,50.00
5.00,62.00,39513.00,1.00,8462.00,19.00,-11.00,1.00,1.58,0.00,3.00,3.00,1.00,1.00,3.00,4.00,1.00,39.00
5.00,63.00,39515.00,2.00,8464.00,5.00,8.00,1.00,1.59,4.00,7.00,11.00,4.00,1.00,2.00,2.00,2.00,38.00
5.00,64.00,39517.00,2.00,8466.00,3.00,8.00,1.00,1.82,1.00,9.00,10.00,11.00,1.00,2.00,4.00,0.00,24.00
5.00,65.00,39519.00,2.00,8468.00,21.00,-5.00,1.00,1.90,3.00,8.00,11.00,7.00,1.00,2.00,6.00,5.00,42.00
5.00,66.00,39520.00,1.00,8469.00,6.00,-2.00,1.00,1.81,2.00,5.00,7.00,7.00,0.00,0.00,7.00,4.00,25.00
5.00,67.00,39523.00,3.00,8472.00,29.00,7.00,1.00,1.74,2.00,5.00,7.00,10.00,1.00,2.00,1.00,2.00,33.00
5.00,68.00,39524.00,1.00,8473.00,20.00,-14.00,1.00,1.76,2.00,7.00,9.00,6.00,0.00,1.00,3.00,1.00,30.00
5.00,69.00,39526.00,2.00,8475.00,15.00,16.00,1.00,1.71,3.00,4.00,7.00,6.00,1.00,1.00,0.00,0.00,30.00
5.00,70.00,39528.00,2.00,8477.00,17.00,7.00,1.00,1.73,0.00,12.00,12.00,5.00,1.00,0.00,5.00,1.00,29.00
5.00,71.00,39529.00,1.00,8478.00,26.00,-10.00,1.00,1.61,4.00,7.00,11.00,4.00,2.00,0.00,4.00,3.00,29.00
5.00,72.00,39533.00,4.00,8482.00,14.00,-1.00,1.00,1.69,0.00,3.00,3.00,8.00,2.00,2.00,2.00,2.00,21.00
5.00,73.00,39536.00,3.00,8485.00,15.00,-14.00,1.00,1.47,0.00,4.00,4.00,5.00,0.00,0.00,5.00,0.00,13.00
5.00,74.00,39537.00,1.00,8486.00,10.00,3.00,1.00,1.74,3.00,6.00,9.00,9.00,3.00,1.00,1.00,4.00,26.00
5.00,75.00,39540.00,3.00,8489.00,29.00,4.00,1.00,1.30,2.00,2.00,4.00,5.00,3.00,2.00,4.00,6.00,29.00
5.00,76.00,39541.00,1.00,8490.00,19.00,-3.00,1.00,1.60,0.00,5.00,5.00,4.00,2.00,2.00,3.00,4.00,33.00
5.00,77.00,39543.00,2.00,8492.00,20.00,-15.00,1.00,1.77,5.00,2.00,7.00,9.00,2.00,2.00,5.00,1.00,17.00
5.00,78.00,39547.00,4.00,8496.00,21.00,21.00,1.00,1.47,4.00,3.00,7.00,8.00,1.00,2.00,0.00,2.00,33.00
5.00,79.00,39549.00,2.00,8498.00,19.00,-5.00,1.00,1.59,0.00,6.00,6.00,2.00,3.00,0.00,3.00,2.00,34.00
5.00,80.00,39551.00,2.00,8500.00,8.00,8.00,1.00,1.47,0.00,11.00,11.00,7.00,1.00,2.00,5.00,1.00,13.00
5.00,81.00,39552.00,1.00,8501.00,10.00,1.00,1.00,1.74,1.00,3.00,4.00,5.00,2.00,1.00,5.00,3.00,27.00
5.00,82.00,39554.00,2.00,8503.00,15.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,1.00,39749.00,7.00,8698.00,9.00,-5.00,1.00,1.50,1.00,6.00,7.00,6.00,2.00,1.00,3.00,4.00,22.00
6.00,2.00,39751.00,2.00,8700.00,29.00,17.00,1.00,1.26,2.00,7.00,9.00,9.00,0.00,1.00,5.00,3.00,22.00
6.00,3.00,39753.00,2.00,8702.00,14.00,-12.00,1.00,1.57,2.00,5.00,7.00,13.00,3.00,0.00,5.00,3.00,15.00
6.00,4.00,39755.00,2.00,8704.00,27.00,19.00,1.00,1.42,2.00,6.00,8.00,3.00,2.00,1.00,1.00,1.00,29.00
6.00,5.00,39757.00,2.00,8706.00,19.00,14.00,1.00,1.49,2.00,7.00,9.00,6.00,4.00,0.00,5.00,1.00,41.00
6.00,6.00,39759.00,2.00,8708.00,5.00,4.00,1.00,1.64,2.00,7.00,9.00,8.00,1.00,4.00,4.00,2.00,27.00
6.00,7.00,39760.00,1.00,8709.00,19.00,9.00,1.00,1.63,4.00,9.00,13.00,4.00,0.00,0.00,2.00,1.00,41.00
6.00,8.00,39763.00,3.00,8712.00,26.00,6.00,1.00,1.78,0.00,5.00,5.00,6.00,3.00,0.00,2.00,2.00,41.00
6.00,9.00,39765.00,2.00,8714.00,4.00,11.00,1.00,1.58,1.00,7.00,8.00,11.00,3.00,0.00,5.00,4.00,22.00
6.00,10.00,39767.00,2.00,8716.00,25.00,12.00,1.00,1.75,3.00,2.00,5.00,7.00,2.00,2.00,2.00,2.00,38.00
6.00,11.00,39770.00,3.00,8719.00,21.00,24.00,1.00,1.50,0.00,8.00,8.00,4.00,0.00,1.00,3.00,3.00,31.00
6.00,12.00,39771.00,1.00,8720.00,15.00,-7.00,1.00,1.65,1.00,5.00,6.00,6.00,4.00,0.00,3.00,1.00,25.00
6.00,13.00,39774.00,3.00,8723.00,13.00,14.00,1.00,1.52,1.00,6.00,7.00,8.00,2.00,0.00,2.00,3.00,24.00
6.00,14.00,39777.00,3.00,8726.00,7.00,18.00,1.00,1.26,0.00,4.00,4.00,1.00,1.00,1.00,1.00,0.00,26.00
6.00,15.00,39778.00,1.00,8727.00,31.00,35.00,1.00,0.71,0.00,3.00,3.00,3.00,1.00,3.00,0.00,0.00,14.00
6.00,16.00,39780.00,2.00,8729.00,24.00,15.00,1.00,1.28,1.00,6.00,7.00,8.00,3.00,1.00,2.00,2.00,23.00
6.00,17.00,39781.00,1.00,8730.00,26.00,12.00,1.00,1.72,1.00,6.00,7.00,5.00,2.00,1.00,3.00,3.00,32.00
6.00,18.00,39785.00,4.00,8734.00,7.00,36.00,1.00,1.17,0.00,5.00,5.00,6.00,5.00,1.00,0.00,0.00,21.00
6.00,19.00,39787.00,2.00,8736.00,5.00,24.00,1.00,1.57,2.00,6.00,8.00,11.00,1.00,3.00,2.00,2.00,11.00
6.00,20.00,39788.00,1.00,8737.00,29.00,20.00,1.00,1.15,2.00,3.00,5.00,4.00,2.00,2.00,3.00,3.00,25.00
6.00,21.00,39791.00,3.00,8740.00,17.00,20.00,1.00,1.27,0.00,5.00,5.00,4.00,3.00,0.00,2.00,1.00,31.00
6.00,22.00,39792.00,1.00,8741.00,10.00,8.00,1.00,1.63,2.00,2.00,4.00,5.00,0.00,2.00,1.00,4.00,29.00
6.00,23.00,39794.00,2.00,8743.00,10.00,16.00,1.00,1.53,3.00,4.00,7.00,7.00,1.00,3.00,0.00,2.00,28.00
6.00,24.00,39795.00,1.00,8744.00,13.00,-5.00,1.00,1.90,2.00,4.00,6.00,9.00,4.00,1.00,1.00,2.00,33.00
6.00,25.00,39799.00,4.00,8748.00,12.00,23.00,1.00,1.65,0.00,6.00,6.00,3.00,2.00,2.00,0.00,1.00,32.00
6.00,26.00,39801.00,2.00,8750.00,4.00,17.00,1.00,1.61,3.00,7.00,10.00,8.00,0.00,0.00,6.00,3.00,33.00
6.00,27.00,39803.00,2.00,8752.00,31.00,11.00,1.00,1.78,2.00,2.00,4.00,7.00,3.00,1.00,3.00,1.00,31.00
6.00,28.00,39805.00,2.00,8754.00,18.00,9.00,1.00,1.60,1.00,8.00,9.00,5.00,3.00,1.00,7.00,2.00,27.00
6.00,29.00,39807.00,2.00,8756.00,6.00,4.00,1.00,1.59,0.00,5.00,5.00,6.00,3.00,1.00,3.00,1.00,18.00
6.00,30.00,39810.00,3.00,8759.00,8.00,7.00,1.00,1.77,0.00,6.00,6.00,9.00,0.00,1.00,2.00,1.00,33.00
6.00,31.00,39812.00,2.00,8760.00,8.00,-9.00,1.00,1.81,0.00,2.00,2.00,7.00,0.00,2.00,5.00,2.00,38.00
6.00,32.00,39815.00,3.00,8763.00,19.00,25.00,1.00,1.55,1.00,9.00,10.00,11.00,2.00,3.00,5.00,1.00,16.00
6.00,33.00,39817.00,2.00,8765.00,6.00,-3.00,1.00,1.70,0.00,6.00,6.00,10.00,1.00,2.00,7.00,4.00,30.00
6.00,34.00,39820.00,3.00,8768.00,29.00,30.00,1.00,1.29,0.00,4.00,4.00,4.00,2.00,2.00,4.00,1.00,21.00
6.00,35.00,39822.00,2.00,8770.00,9.00,15.00,1.00,1.49,1.00,6.00,7.00,6.00,4.00,3.00,3.00,2.00,38.00
6.00,36.00,39826.00,4.00,8774.00,16.00,15.00,1.00,1.68,0.00,11.00,11.00,10.00,3.00,1.00,2.00,2.00,30.00
6.00,37.00,39828.00,2.00,8776.00,19.00,-9.00,1.00,1.85,3.00,11.00,14.00,7.00,1.00,1.00,8.00,4.00,28.00
6.00,38.00,39829.00,1.00,8777.00,14.00,14.00,1.00,1.79,3.00,11.00,14.00,7.00,3.00,1.00,4.00,3.00,29.00
6.00,39.00,39832.00,3.00,8780.00,22.00,-17.00,1.00,1.76,2.00,7.00,9.00,4.00,4.00,1.00,6.00,1.00,23.00
6.00,40.00,39834.00,2.00,8782.00,3.00,6.00,1.00,1.75,0.00,7.00,7.00,14.00,1.00,0.00,2.00,1.00,34.00
6.00,41.00,39836.00,2.00,8784.00,24.00,1.00,1.00,1.69,2.00,7.00,9.00,8.00,3.00,2.00,2.00,2.00,32.00
6.00,42.00,39837.00,1.00,8785.00,25.00,5.00,1.00,1.71,4.00,10.00,14.00,9.00,1.00,0.00,2.00,1.00,33.00
6.00,43.00,39840.00,3.00,8788.00,1.00,7.00,1.00,1.56,5.00,10.00,15.00,11.00,0.00,3.00,2.00,1.00,23.00
6.00,44.00,39842.00,2.00,8790.00,20.00,-11.00,1.00,1.57,1.00,7.00,8.00,8.00,1.00,1.00,2.00,1.00,23.00
6.00,45.00,39843.00,1.00,8791.00,11.00,17.00,1.00,1.55,0.00,7.00,7.00,6.00,3.00,1.00,3.00,2.00,25.00
6.00,46.00,39845.00,2.00,8793.00,15.00,10.00,1.00,1.62,4.00,0.00,4.00,8.00,1.00,1.00,5.00,3.00,33.00
6.00,47.00,39847.00,2.00,8795.00,17.00,18.00,1.00,1.56,1.00,6.00,7.00,4.00,1.00,2.00,3.00,3.00,33.00
6.00,48.00,39848.00,1.00,8796.00,7.00,5.00,1.00,1.84,0.00,9.00,9.00,11.00,0.00,2.00,3.00,1.00,52.00
6.00,49.00,39852.00,4.00,8800.00,22.00,-10.00,1.00,1.67,3.00,5.00,8.00,12.00,0.00,0.00,1.00,1.00,16.00
6.00,50.00,39854.00,2.00,8802.00,5.00,-1.00,1.00,1.72,0.00,7.00,7.00,4.00,1.00,1.00,7.00,1.00,47.00
6.00,51.00,39855.00,1.00,8803.00,2.00,17.00,1.00,1.39,2.00,4.00,6.00,6.00,2.00,1.00,3.00,1.00,26.00
6.00,52.00,39862.00,7.00,8810.00,17.00,17.00,1.00,1.38,1.00,8.00,9.00,9.00,1.00,1.00,5.00,1.00,20.00
6.00,53.00,39864.00,2.00,8812.00,26.00,8.00,1.00,1.67,1.00,4.00,5.00,9.00,0.00,0.00,6.00,3.00,55.00
6.00,54.00,39866.00,2.00,8814.00,15.00,21.00,1.00,1.27,0.00,5.00,5.00,9.00,2.00,1.00,0.00,0.00,20.00
6.00,55.00,39868.00,2.00,8816.00,16.00,15.00,1.00,1.24,0.00,5.00,5.00,8.00,0.00,1.00,2.00,1.00,15.00
6.00,56.00,39870.00,2.00,8818.00,18.00,-19.00,1.00,1.41,0.00,1.00,1.00,0.00,1.00,2.00,3.00,4.00,21.00
6.00,57.00,39871.00,1.00,8819.00,28.00,11.00,1.00,1.34,4.00,10.00,14.00,4.00,2.00,0.00,1.00,2.00,30.00
6.00,58.00,39873.00,2.00,8821.00,13.00,1.00,1.00,1.82,1.00,5.00,6.00,11.00,1.00,2.00,0.00,3.00,26.00
6.00,59.00,39874.00,1.00,8822.00,8.00,7.00,1.00,1.82,1.00,7.00,8.00,4.00,1.00,1.00,6.00,4.00,42.00
6.00,60.00,39876.00,2.00,8824.00,26.00,18.00,1.00,1.38,1.00,7.00,8.00,4.00,1.00,0.00,3.00,2.00,23.00
6.00,61.00,39878.00,2.00,8826.00,9.00,-11.00,1.00,1.60,0.00,6.00,6.00,5.00,1.00,0.00,4.00,1.00,21.00
6.00,62.00,39879.00,1.00,8827.00,8.00,10.00,1.00,1.80,2.00,8.00,10.00,12.00,1.00,1.00,2.00,0.00,14.00
6.00,63.00,39882.00,3.00,8830.00,11.00,4.00,1.00,1.82,4.00,9.00,13.00,11.00,2.00,2.00,4.00,2.00,32.00
6.00,64.00,39884.00,2.00,8832.00,2.00,8.00,1.00,1.81,6.00,4.00,10.00,13.00,3.00,3.00,3.00,0.00,34.00
6.00,65.00,39885.00,1.00,8833.00,1.00,3.00,1.00,1.96,0.00,4.00,4.00,9.00,2.00,3.00,3.00,2.00,51.00
6.00,66.00,39887.00,2.00,8835.00,7.00,5.00,1.00,1.66,1.00,7.00,8.00,10.00,4.00,3.00,3.00,1.00,19.00
6.00,67.00,39889.00,2.00,8837.00,20.00,4.00,1.00,1.78,2.00,10.00,12.00,8.00,4.00,1.00,6.00,1.00,43.00
6.00,68.00,39891.00,2.00,8839.00,3.00,5.00,1.00,1.95,0.00,11.00,11.00,10.00,1.00,2.00,0.00,4.00,26.00
6.00,69.00,39893.00,2.00,8841.00,13.00,6.00,1.00,1.67,1.00,6.00,7.00,5.00,3.00,1.00,2.00,2.00,22.00
6.00,70.00,39894.00,1.00,8842.00,21.00,8.00,1.00,1.63,2.00,9.00,11.00,8.00,1.00,0.00,1.00,0.00,30.00
6.00,71.00,39897.00,3.00,8845.00,21.00,11.00,1.00,1.63,1.00,7.00,8.00,11.00,1.00,0.00,1.00,0.00,22.00
6.00,72.00,39899.00,2.00,8847.00,12.00,22.00,1.00,1.40,2.00,10.00,12.00,7.00,0.00,0.00,5.00,0.00,25.00
6.00,73.00,39901.00,2.00,8849.00,27.00,28.00,1.00,1.30,1.00,5.00,6.00,12.00,1.00,2.00,0.00,0.00,24.00
6.00,74.00,39903.00,2.00,8851.00,15.00,6.00,1.00,1.69,1.00,11.00,12.00,3.00,3.00,1.00,1.00,0.00,25.00
6.00,75.00,39905.00,2.00,8853.00,6.00,-8.00,1.00,1.60,1.00,8.00,9.00,6.00,0.00,0.00,6.00,1.00,31.00
6.00,76.00,39906.00,1.00,8854.00,20.00,-29.00,1.00,1.33,1.00,8.00,9.00,5.00,1.00,0.00,2.00,1.00,26.00
6.00,77.00,39908.00,2.00,8856.00,28.00,20.00,1.00,1.53,0.00,7.00,7.00,6.00,1.00,0.00,2.00,1.00,38.00
6.00,78.00,39911.00,3.00,8859.00,6.00,12.00,1.00,1.29,0.00,6.00,6.00,7.00,3.00,0.00,2.00,1.00,21.00
6.00,79.00,39913.00,2.00,8861.00,10.00,10.00,1.00,1.52,0.00,2.00,2.00,10.00,0.00,1.00,1.00,4.00,27.00
6.00,80.00,39915.00,2.00,8863.00,9.00,31.00,1.00,1.27,0.00,4.00,4.00,7.00,1.00,1.00,5.00,1.00,29.00
6.00,81.00,39916.00,1.00,8864.00,5.00,8.00,1.00,1.61,0.00,5.00,5.00,5.00,1.00,0.00,5.00,1.00,37.00
6.00,82.00,39918.00,2.00,8866.00,10.00,-1.00,2.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
7.00,1.00,40113.00,7.00,9061.00,9.00,-6.00,1.00,1.87,0.00,4.00,4.00,8.00,2.00,4.00,5.00,4.00,38.00
7.00,2.00,40114.00,1.00,9062.00,17.00,-10.00,1.00,1.66,2.00,9.00,11.00,12.00,2.00,0.00,4.00,1.00,23.00
7.00,3.00,40116.00,2.00,9064.00,12.00,17.00,1.00,1.39,2.00,7.00,9.00,6.00,1.00,1.00,2.00,1.00,24.00
7.00,4.00,40117.00,1.00,9065.00,29.00,11.00,1.00,1.55,1.00,6.00,7.00,9.00,0.00,0.00,4.00,1.00,14.00
7.00,5.00,40120.00,3.00,9068.00,6.00,12.00,1.00,1.50,3.00,5.00,8.00,6.00,3.00,0.00,4.00,0.00,27.00
7.00,6.00,40122.00,2.00,9070.00,19.00,-1.00,1.00,1.59,0.00,7.00,7.00,6.00,1.00,1.00,3.00,0.00,25.00
7.00,7.00,40123.00,1.00,9071.00,7.00,9.00,1.00,1.48,0.00,8.00,8.00,9.00,3.00,0.00,7.00,3.00,33.00
7.00,8.00,40128.00,5.00,9076.00,20.00,9.00,1.00,1.63,2.00,6.00,8.00,4.00,1.00,0.00,4.00,2.00,36.00
7.00,9.00,40129.00,1.00,9077.00,8.00,7.00,1.00,1.62,1.00,3.00,4.00,7.00,2.00,1.00,2.00,2.00,34.00
7.00,10.00,40131.00,2.00,9079.00,25.00,4.00,1.00,1.56,0.00,6.00,6.00,9.00,2.00,1.00,2.00,1.00,21.00
7.00,11.00,40134.00,3.00,9082.00,24.00,6.00,1.00,1.61,0.00,5.00,5.00,12.00,1.00,2.00,2.00,2.00,31.00
7.00,12.00,40135.00,1.00,9083.00,6.00,-17.00,1.00,1.46,0.00,2.00,2.00,9.00,2.00,0.00,6.00,4.00,34.00
7.00,13.00,40137.00,2.00,9085.00,5.00,10.00,1.00,1.58,2.00,7.00,9.00,7.00,1.00,1.00,2.00,1.00,40.00
7.00,14.00,40138.00,1.00,9086.00,10.00,6.00,1.00,1.61,0.00,7.00,7.00,9.00,0.00,0.00,5.00,3.00,32.00
7.00,15.00,40142.00,4.00,9090.00,15.00,10.00,1.00,1.62,1.00,7.00,8.00,7.00,1.00,0.00,5.00,2.00,34.00
7.00,16.00,40144.00,2.00,9092.00,29.00,-7.00,1.00,1.58,0.00,6.00,6.00,4.00,0.00,0.00,6.00,4.00,25.00
7.00,17.00,40145.00,1.00,9093.00,27.00,16.00,1.00,1.51,0.00,5.00,5.00,12.00,0.00,0.00,1.00,2.00,25.00
7.00,18.00,40149.00,4.00,9097.00,2.00,17.00,1.00,1.44,1.00,7.00,8.00,10.00,1.00,1.00,3.00,0.00,12.00
7.00,19.00,40151.00,2.00,9099.00,19.00,14.00,1.00,1.43,0.00,6.00,6.00,11.00,0.00,0.00,1.00,1.00,23.00
7.00,20.00,40153.00,2.00,9101.00,26.00,15.00,1.00,1.35,1.00,4.00,5.00,10.00,1.00,1.00,5.00,2.00,14.00
7.00,21.00,40155.00,2.00,9103.00,16.00,-2.00,1.00,1.87,4.00,9.00,13.00,6.00,0.00,1.00,5.00,2.00,43.00
7.00,22.00,40156.00,1.00,9104.00,18.00,-10.00,1.00,1.65,1.00,5.00,6.00,7.00,1.00,1.00,5.00,2.00,27.00
7.00,23.00,40158.00,2.00,9106.00,3.00,5.00,1.00,1.57,1.00,6.00,7.00,7.00,1.00,2.00,4.00,1.00,33.00
7.00,24.00,40160.00,2.00,9108.00,31.00,13.00,1.00,1.61,0.00,7.00,7.00,6.00,4.00,1.00,1.00,1.00,44.00
7.00,25.00,40162.00,2.00,9110.00,21.00,10.00,1.00,1.69,1.00,5.00,6.00,7.00,2.00,0.00,6.00,3.00,23.00
7.00,26.00,40163.00,1.00,9111.00,10.00,7.00,1.00,1.68,1.00,5.00,6.00,7.00,3.00,1.00,3.00,2.00,36.00
7.00,27.00,40165.00,2.00,9113.00,26.00,3.00,1.00,1.60,1.00,9.00,10.00,8.00,0.00,3.00,6.00,1.00,26.00
7.00,28.00,40167.00,2.00,9115.00,27.00,-7.00,1.00,1.80,0.00,3.00,3.00,6.00,2.00,2.00,2.00,3.00,25.00
7.00,29.00,40168.00,1.00,9116.00,2.00,18.00,1.00,1.60,1.00,5.00,6.00,4.00,2.00,0.00,3.00,3.00,29.00
7.00,30.00,40170.00,2.00,9118.00,1.00,13.00,1.00,1.82,4.00,12.00,16.00,10.00,0.00,0.00,2.00,1.00,34.00
7.00,31.00,40172.00,2.00,9120.00,22.00,15.00,1.00,1.70,0.00,4.00,4.00,9.00,2.00,1.00,7.00,3.00,26.00
7.00,32.00,40174.00,2.00,9122.00,18.00,25.00,1.00,1.23,2.00,3.00,5.00,6.00,3.00,1.00,1.00,0.00,29.00
7.00,33.00,40176.00,2.00,9124.00,13.00,11.00,1.00,1.65,1.00,7.00,8.00,10.00,5.00,1.00,4.00,2.00,14.00
7.00,34.00,40177.00,1.00,9125.00,13.00,5.00,1.00,1.80,3.00,7.00,10.00,6.00,2.00,2.00,3.00,3.00,48.00
7.00,35.00,40180.00,3.00,9128.00,21.00,8.00,1.00,1.52,1.00,8.00,9.00,7.00,1.00,2.00,1.00,0.00,28.00
7.00,36.00,40181.00,1.00,9129.00,29.00,-3.00,1.00,1.79,0.00,7.00,7.00,6.00,1.00,1.00,1.00,3.00,29.00
7.00,37.00,40184.00,3.00,9132.00,6.00,23.00,1.00,1.28,2.00,5.00,7.00,8.00,1.00,2.00,1.00,0.00,23.00
7.00,38.00,40186.00,2.00,9134.00,4.00,-2.00,1.00,1.72,2.00,4.00,6.00,7.00,1.00,0.00,8.00,1.00,35.00
7.00,39.00,40188.00,2.00,9136.00,3.00,12.00,1.00,1.89,0.00,10.00,10.00,8.00,0.00,1.00,3.00,1.00,41.00
7.00,40.00,40189.00,1.00,9137.00,24.00,3.00,1.00,1.73,1.00,7.00,8.00,11.00,2.00,4.00,2.00,1.00,37.00
7.00,41.00,40192.00,3.00,9140.00,25.00,-1.00,1.00,1.68,1.00,8.00,9.00,6.00,5.00,1.00,5.00,1.00,36.00
7.00,42.00,40194.00,2.00,9142.00,11.00,1.00,1.00,1.62,2.00,2.00,4.00,4.00,2.00,1.00,5.00,3.00,32.00
7.00,43.00,40197.00,3.00,9145.00,17.00,8.00,1.00,1.71,0.00,9.00,9.00,11.00,3.00,3.00,3.00,1.00,28.00
7.00,44.00,40199.00,2.00,9147.00,22.00,6.00,1.00,1.68,0.00,5.00,5.00,9.00,2.00,1.00,4.00,3.00,37.00
7.00,45.00,40201.00,2.00,9149.00,31.00,1.00,1.00,1.78,0.00,9.00,9.00,12.00,1.00,1.00,6.00,2.00,37.00
7.00,46.00,40203.00,2.00,9151.00,8.00,1.00,1.00,1.60,0.00,9.00,9.00,4.00,1.00,0.00,4.00,3.00,32.00
7.00,47.00,40205.00,2.00,9153.00,12.00,14.00,1.00,1.27,0.00,6.00,6.00,11.00,1.00,1.00,3.00,1.00,12.00
7.00,48.00,40207.00,2.00,9155.00,5.00,21.00,1.00,1.49,0.00,9.00,9.00,13.00,2.00,4.00,5.00,2.00,22.00
7.00,49.00,40209.00,2.00,9157.00,11.00,25.00,1.00,1.66,1.00,2.00,3.00,11.00,1.00,0.00,1.00,1.00,32.00
7.00,50.00,40211.00,2.00,9159.00,16.00,16.00,1.00,1.55,1.00,5.00,6.00,15.00,1.00,1.00,4.00,2.00,22.00
7.00,51.00,40213.00,2.00,9161.00,8.00,16.00,1.00,1.67,2.00,5.00,7.00,8.00,2.00,0.00,4.00,1.00,36.00
7.00,52.00,40215.00,2.00,9163.00,7.00,7.00,1.00,1.83,1.00,7.00,8.00,8.00,5.00,0.00,5.00,2.00,47.00
7.00,53.00,40218.00,3.00,9166.00,21.00,7.00,1.00,1.76,0.00,3.00,3.00,11.00,1.00,0.00,3.00,0.00,32.00
