Season,Game #,Date,Days Rest,Days Old,Opp,Score Diff,Played?,Minutes,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
7.00,54.00,40220.00,2.00,9168.00,20.00,9.00,1.00,1.88,1.00,7.00,8.00,13.00,2.00,0.00,3.00,2.00,32.00
7.00,55.00,40227.00,7.00,9175.00,4.00,-2.00,1.00,1.96,1.00,12.00,13.00,15.00,2.00,4.00,3.00,1.00,43.00
7.00,56.00,40228.00,1.00,9176.00,29.00,-17.00,1.00,1.48,1.00,2.00,3.00,9.00,4.00,0.00,2.00,2.00,22.00
7.00,57.00,40230.00,2.00,9178.00,20.00,-6.00,1.00,1.64,0.00,9.00,9.00,6.00,2.00,1.00,5.00,0.00,33.00
7.00,58.00,40232.00,2.00,9180.00,14.00,10.00,1.00,1.84,1.00,4.00,5.00,13.00,2.00,0.00,0.00,0.00,20.00
7.00,59.00,40234.00,2.00,9182.00,9.00,20.00,1.00,1.50,1.00,6.00,7.00,9.00,0.00,0.00,2.00,2.00,36.00
7.00,60.00,40235.00,1.00,9183.00,17.00,8.00,1.00,1.85,0.00,6.00,6.00,9.00,2.00,0.00,1.00,2.00,36.00
7.00,61.00,40238.00,3.00,9186.00,7.00,31.00,1.00,1.30,0.00,7.00,7.00,7.00,2.00,2.00,3.00,0.00,22.00
7.00,62.00,40240.00,2.00,9188.00,21.00,19.00,1.00,1.70,2.00,5.00,7.00,14.00,3.00,1.00,3.00,1.00,26.00
7.00,63.00,40242.00,2.00,9190.00,15.00,7.00,1.00,1.74,2.00,11.00,13.00,6.00,3.00,2.00,4.00,1.00,40.00
7.00,64.00,40243.00,1.00,9191.00,26.00,-7.00,2.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
7.00,65.00,40245.00,2.00,9193.00,28.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,66.00,40249.00,4.00,9197.00,10.00,5.00,1.00,1.75,0.00,6.00,6.00,10.00,1.00,3.00,1.00,2.00,23.00
7.00,67.00,40251.00,2.00,9199.00,9.00,11.00,1.00,1.62,3.00,5.00,8.00,7.00,2.00,3.00,2.00,2.00,30.00
7.00,68.00,40253.00,2.00,9201.00,15.00,12.00,1.00,1.80,2.00,10.00,12.00,12.00,1.00,1.00,4.00,0.00,29.00
7.00,69.00,40254.00,1.00,9202.00,5.00,5.00,1.00,1.61,1.00,8.00,9.00,9.00,3.00,2.00,6.00,2.00,32.00
7.00,70.00,40256.00,2.00,9204.00,19.00,7.00,1.00,1.56,1.00,10.00,11.00,7.00,2.00,2.00,5.00,1.00,29.00
7.00,71.00,40258.00,2.00,9206.00,15.00,25.00,1.00,1.28,0.00,3.00,3.00,7.00,0.00,1.00,0.00,0.00,15.00
7.00,72.00,40261.00,3.00,9209.00,14.00,13.00,1.00,1.70,2.00,4.00,6.00,9.00,1.00,0.00,3.00,2.00,38.00
7.00,73.00,40263.00,2.00,9211.00,28.00,-5.00,1.00,1.64,0.00,5.00,5.00,10.00,2.00,0.00,5.00,2.00,27.00
7.00,74.00,40265.00,2.00,9213.00,1.00,7.00,1.00,1.63,1.00,6.00,7.00,8.00,3.00,0.00,3.00,2.00,34.00
7.00,75.00,40268.00,3.00,9216.00,26.00,3.00,1.00,1.63,1.00,8.00,9.00,7.00,1.00,1.00,4.00,2.00,23.00
7.00,76.00,40270.00,2.00,9218.00,13.00,5.00,1.00,1.60,0.00,13.00,13.00,6.00,2.00,0.00,2.00,1.00,27.00
7.00,77.00,40272.00,2.00,9220.00,9.00,-4.00,1.00,1.86,1.00,6.00,7.00,9.00,1.00,1.00,3.00,0.00,42.00
7.00,78.00,40274.00,2.00,9222.00,17.00,12.00,1.00,1.48,0.00,6.00,6.00,13.00,0.00,1.00,4.00,1.00,19.00
7.00,79.00,40276.00,2.00,9224.00,19.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,80.00,40277.00,1.00,9225.00,5.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,81.00,40279.00,2.00,9227.00,20.00,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,82.00,40282.00,3.00,9230.00,13.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
